question,workflow,tools
下周有什么课程安排,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
明天有什么课程,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
帮我安排学习,AGENT_TASK,SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
这周有什么学习计划,AGENT_TASK,SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
下周有什么学习安排,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
明天有什么学习任务,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
帮我安排学习任务,AGENT_TASK,SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
这周有什么学习任务,AGENT_TASK,SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
下周有什么学习任务,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
明天有什么学习计划,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
下周有什么学习计划,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
明天有什么学习安排,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
帮我安排学习安排,AGENT_TASK,SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
这周有什么学习安排,AGENT_TASK,SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
明天有什么课程安排,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
帮我安排课程安排,AGENT_TASK,SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
这周有什么课程安排,AGENT_TASK,SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
明天有什么考试安排,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
帮我安排考试安排,AGENT_TASK,SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
这周有什么考试安排,AGENT_TASK,SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
下周有什么考试安排,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
明天有什么作业安排,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO
帮我安排作业安排,AGENT_TASK,SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO
这周有什么作业安排,AGENT_TASK,SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO
下周有什么作业安排,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO
明天有什么待办事项,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_TODO
帮我安排待办事项,AGENT_TASK,SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO
这周有什么待办事项,AGENT_TASK,SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_TODO
下周有什么待办事项,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_TODO
明天有什么待办,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_TODO
下周有什么待办,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_TODO
明天有什么日程,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
这周有什么日程,AGENT_TASK,SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
下周有什么日程,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
明天有什么日程安排,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
帮我安排日程安排,AGENT_TASK,SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
这周有什么日程安排,AGENT_TASK,SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
下周有什么日程安排,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
明天有什么日程表,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
这周有什么日程表,AGENT_TASK,SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
下周有什么日程表,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
明天有什么日程规划,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
帮我安排日程规划,AGENT_TASK,SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
这周有什么日程规划,AGENT_TASK,SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
下周有什么日程规划,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
明天有什么时间,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
这周有什么时间,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
下周有什么时间,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
明天有什么时间安排,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
帮我安排时间安排,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
这周有什么时间安排,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
下周有什么时间安排,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
明天有什么时间表,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
帮我安排时间表,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
这周有什么时间表,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
下周有什么时间表,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
明天有什么时间规划,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
帮我安排时间规划,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
这周有什么时间规划,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
下周有什么时间规划,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
明天有什么空闲时间,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
帮我安排空闲时间,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
这周有什么空闲时间,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
下周有什么空闲时间,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
明天有什么空闲,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
帮我安排空闲,AGENT_TASK,SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
这周有什么空闲,AGENT_TASK,SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
下周有什么空闲,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
明天有什么空,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
帮我安排空,AGENT_TASK,SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
这周有什么空,AGENT_TASK,SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
下周有什么空,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
明天有什么时间空,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
帮我安排时间空,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
这周有什么时间空,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
下周有什么时间空,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
帮我查什么时候有空,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
这周什么时候有空,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
下周什么时候有空,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
明天什么时候有时间,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
帮我查什么时候有时间,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
这周什么时候有时间,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
下周什么时候有时间,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
明天什么时候有空闲,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
帮我查什么时候有空闲,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
这周什么时候有空闲,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
下周什么时候有空闲,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
明天什么时候有空时间,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
帮我查什么时候有空时间,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
这周什么时候有空时间,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
下周什么时候有空时间,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
明天什么时候有空余,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
帮我查什么时候有空余,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
这周什么时候有空余,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
下周什么时候有空余,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
明天什么时候有空余时间,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
帮我查什么时候有空余时间,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
这周什么时候有空余时间,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
下周什么时候有空余时间,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
明天什么时候有事情,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
帮我查什么时候有事情,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
这周什么时候有事情,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
下周什么时候有事情,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
明天什么时候有安排,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
帮我查什么时候有安排,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
这周什么时候有安排,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
下周什么时候有安排,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
明天什么时候有活动,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
帮我查什么时候有活动,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
这周什么时候有活动,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
下周什么时候有活动,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
明天什么时候有考试,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
帮我查什么时候有考试,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
这周什么时候有考试,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
下周什么时候有考试,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
明天什么时候有作业,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_TODO
帮我查什么时候有作业,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_TODO
这周什么时候有作业,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_TODO
下周什么时候有作业,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_TODO
明天什么时候有DDL,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
帮我查什么时候有DDL,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
这周什么时候有DDL,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
下周什么时候有DDL,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
明天什么时候有课,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
帮我查什么时候有课,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
这周什么时候有课,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
下周什么时候有课,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
明天什么时候有课程,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
帮我查什么时候有课程,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
这周什么时候有课程,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
下周什么时候有课程,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
明天什么时候有课程安排,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
帮我查什么时候有课程安排,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
这周什么时候有课程安排,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
下周什么时候有课程安排,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
明天什么时候有考试安排,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
帮我查什么时候有考试安排,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
这周什么时候有考试安排,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
下周什么时候有考试安排,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_SCHEDULE
明天什么时候有作业要交,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_TODO
帮我查什么时候有作业要交,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_TODO
这周什么时候有作业要交,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_TODO
下周什么时候有作业要交,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_TODO
明天什么时候有作业截止,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_TODO
帮我查什么时候有作业截止,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_TODO
这周什么时候有作业截止,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_TODO
下周什么时候有作业截止,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_TODO
明天什么时候有作业DDL,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_TODO
帮我查什么时候有作业DDL,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_TODO
这周什么时候有作业DDL,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_TODO
下周什么时候有作业DDL,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_TODO
明天什么时候有作业要提交,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_TODO
帮我查什么时候有作业要提交,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_TODO
这周什么时候有作业要提交,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_TODO
下周什么时候有作业要提交,AGENT_TASK,GET_CURRENT_TIME|SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_TODO
帮我查有什么作业,AGENT_TASK,SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_TODO
这周有什么作业,AGENT_TASK,SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE|SEARCH_USER_TODO
帮我查有什么考试,AGENT_TASK,SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
帮我查有什么DDL,AGENT_TASK,SEARCH_CONVERSATION_KNOWLEDGE|SEARCH_GLOBAL_KNOWLEDGE
